Hungary, Female population exposure by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 08/03/2022
Cohort  Age       Exposure
1986     34              .
1986     35              .
1986     36              .
1986     37              .
1986     38              .
1986     39              .
1986     40              .
1986     41              .
1986     42              .
1986     43              .
1986     44              .
1986     45              .
1986     46              .
1986     47              .
1986     48              .
1986     49              .
1986     50              .
1986     51              .
1986     52              .
1986     53              .
1986     54              .
1986     55              .
1987     12       60910.85
1987     13       60987.73
1987     14       60606.00
1987     15       60670.00
1987     16       60778.00
1987     17       60814.00
1987     18       60942.00
1987     19       61171.00
1987     20       61430.00
1987     21       61546.00
1987     22       62289.00
1987     23       62496.00
1987     24       59441.00
1987     25       59398.00
1987     26       59202.00
1987     27       58915.00
1987     28       58766.00
1987     29       58564.00
1987     30       58670.00
1987     31       58901.00
1987     32       59257.00
1987     33              .
1987     34              .
1987     35              .
1987     36              .
1987     37              .
1987     38              .
1987     39              .
1987     40              .
1987     41              .
1987     42              .
1987     43              .
1987     44              .
1987     45              .
1987     46              .
1987     47              .
1987     48              .
1987     49              .
1987     50              .
1987     51              .
1987     52              .
1987     53              .
1987     54              .
1987     55              .
1988     12       59906.14
1988     13       60101.00
1988     14       60128.00
1988     15       60218.00
1988     16       60317.00
1988     17       60483.00
1988     18       60567.00
1988     19       60739.00
1988     20       60859.00
1988     21       61823.00
1988     22       62030.00
1988     23       59595.00
1988     24       59654.00
1988     25       59460.00
1988     26       59113.00
1988     27       58916.00
1988     28       58665.00
1988     29       58796.00
1988     30       58912.00
1988     31       59286.00
1988     32              .
1988     33              .
1988     34              .
1988     35              .
1988     36              .
1988     37              .
1988     38              .
1988     39              .
1988     40              .
1988     41              .
1988     42              .
1988     43              .
1988     44              .
1988     45              .
1988     46              .
1988     47              .
1988     48              .
1988     49              .
1988     50              .
1988     51              .
1988     52              .
1988     53              .
1988     54              .
1988     55              .
1989     12       59624.00
1989     13       59661.00
1989     14       59743.00
1989     15       59798.00
1989     16       59926.00
1989     17       60045.00
1989     18       60130.00
1989     19       60207.00
1989     20       61115.00
1989     21       61386.00
1989     22       60136.00
1989     23       60207.00
1989     24       60117.00
1989     25       59827.00
1989     26       59545.00
1989     27       59248.00
1989     28       59273.00
1989     29       59435.00
1989     30       59717.00
1989     31              .
1989     32              .
1989     33              .
1989     34              .
1989     35              .
1989     36              .
1989     37              .
1989     38              .
1989     39              .
1989     40              .
1989     41              .
1989     42              .
1989     43              .
1989     44              .
1989     45              .
1989     46              .
1989     47              .
1989     48              .
1989     49              .
1989     50              .
1989     51              .
1989     52              .
1989     53              .
1989     54              .
1989     55              .
1990     12       61381.00
1990     13       61452.00
1990     14       61516.00
1990     15       61615.00
1990     16       61759.00
1990     17       61860.00
1990     18       61917.00
1990     19       62476.00
1990     20       62831.00
1990     21       62209.00
1990     22       62360.00
1990     23       62272.00
1990     24       62145.00
1990     25       61921.00
1990     26       61553.00
1990     27       61596.00
1990     28       61822.00
1990     29       62080.00
1990     30              .
1990     31              .
1990     32              .
1990     33              .
1990     34              .
1990     35              .
1990     36              .
1990     37              .
1990     38              .
1990     39              .
1990     40              .
1990     41              .
1990     42              .
1990     43              .
1990     44              .
1990     45              .
1990     46              .
1990     47              .
1990     48              .
1990     49              .
1990     50              .
1990     51              .
1990     52              .
1990     53              .
1990     54              .
1990     55              .
1991     12       61090.00
1991     13       61122.00
1991     14       61119.00
1991     15       61243.00
1991     16       61349.00
1991     17       61399.00
1991     18       61726.00
1991     19       62083.00
1991     20       62741.00
1991     21       62968.00
1991     22       62984.00
1991     23       62893.00
1991     24       62626.00
1991     25       62245.00
1991     26       62256.00
1991     27       62447.00
1991     28       62668.00
1991     29              .
1991     30              .
1991     31              .
1991     32              .
1991     33              .
1991     34              .
1991     35              .
1991     36              .
1991     37              .
1991     38              .
1991     39              .
1991     40              .
1991     41              .
1991     42              .
1991     43              .
1991     44              .
1991     45              .
1991     46              .
1991     47              .
1991     48              .
1991     49              .
1991     50              .
1991     51              .
1991     52              .
1991     53              .
1991     54              .
1991     55              .
1992     12       58481.00
1992     13       58539.00
1992     14       58604.00
1992     15       58671.00
1992     16       58722.00
1992     17       58893.00
1992     18       59083.00
1992     19       60394.00
1992     20       60645.00
1992     21       60788.00
1992     22       60838.00
1992     23       60640.00
1992     24       60402.00
1992     25       60420.00
1992     26       60637.00
1992     27       60805.00
1992     28              .
1992     29              .
1992     30              .
1992     31              .
1992     32              .
1992     33              .
1992     34              .
1992     35              .
1992     36              .
1992     37              .
1992     38              .
1992     39              .
1992     40              .
1992     41              .
1992     42              .
1992     43              .
1992     44              .
1992     45              .
1992     46              .
1992     47              .
1992     48              .
1992     49              .
1992     50              .
1992     51              .
1992     52              .
1992     53              .
1992     54              .
1992     55              .
1993     12       56432.00
1993     13       56475.00
1993     14       56525.00
1993     15       56562.00
1993     16       56664.00
1993     17       56746.00
1993     18       58923.00
1993     19       59210.00
1993     20       59405.00
1993     21       59526.00
1993     22       59444.00
1993     23       59205.00
1993     24       59303.00
1993     25       59567.00
1993     26       59744.00
1993     27              .
1993     28              .
1993     29              .
1993     30              .
1993     31              .
1993     32              .
1993     33              .
1993     34              .
1993     35              .
1993     36              .
1993     37              .
1993     38              .
1993     39              .
1993     40              .
1993     41              .
1993     42              .
1993     43              .
1993     44              .
1993     45              .
1993     46              .
1993     47              .
1993     48              .
1993     49              .
1993     50              .
1993     51              .
1993     52              .
1993     53              .
1993     54              .
1993     55              .
1994     12       55195.00
1994     13       55276.00
1994     14       55324.00
1994     15       55355.00
1994     16       55477.00
1994     17       57963.00
1994     18       58224.00
1994     19       58447.00
1994     20       58769.00
1994     21       58931.00
1994     22       58823.00
1994     23       58992.00
1994     24       59278.00
1994     25       59499.00
1994     26              .
1994     27              .
1994     28              .
1994     29              .
1994     30              .
1994     31              .
1994     32              .
1994     33              .
1994     34              .
1994     35              .
1994     36              .
1994     37              .
1994     38              .
1994     39              .
1994     40              .
1994     41              .
1994     42              .
1994     43              .
1994     44              .
1994     45              .
1994     46              .
1994     47              .
1994     48              .
1994     49              .
1994     50              .
1994     51              .
1994     52              .
1994     53              .
1994     54              .
1994     55              .
1995     12       54039.00
1995     13       54067.00
1995     14       54095.00
1995     15       54179.00
1995     16       56409.00
1995     17       56517.00
1995     18       56699.00
1995     19       57087.00
1995     20       57332.00
1995     21       57353.00
1995     22       57654.00
1995     23       57965.00
1995     24       58192.00
1995     25              .
1995     26              .
1995     27              .
1995     28              .
1995     29              .
1995     30              .
1995     31              .
1995     32              .
1995     33              .
1995     34              .
1995     35              .
1995     36              .
1995     37              .
1995     38              .
1995     39              .
1995     40              .
1995     41              .
1995     42              .
1995     43              .
1995     44              .
1995     45              .
1995     46              .
1995     47              .
1995     48              .
1995     49              .
1995     50              .
1995     51              .
1995     52              .
1995     53              .
1995     54              .
1995     55              .
1996     12       50891.00
1996     13       50904.00
1996     14       50938.00
1996     15       53142.00
1996     16       53255.00
1996     17       53390.00
1996     18       53699.00
1996     19       54066.00
1996     20       54290.00
1996     21       54661.00
1996     22       54947.00
1996     23       55247.00
1996     24              .
1996     25              .
1996     26              .
1996     27              .
1996     28              .
1996     29              .
1996     30              .
1996     31              .
1996     32              .
1996     33              .
1996     34              .
1996     35              .
1996     36              .
1996     37              .
1996     38              .
1996     39              .
1996     40              .
1996     41              .
1996     42              .
1996     43              .
1996     44              .
1996     45              .
1996     46              .
1996     47              .
1996     48              .
1996     49              .
1996     50              .
1996     51              .
1996     52              .
1996     53              .
1996     54              .
1996     55              .
1997     12       47873.00
1997     13       47892.00
1997     14       48783.00
1997     15       48919.00
1997     16       49010.00
1997     17       49211.00
1997     18       49484.00
1997     19       49831.00
1997     20       50356.00
1997     21       50729.00
1997     22       50885.00
1997     23              .
1997     24              .
1997     25              .
1997     26              .
1997     27              .
1997     28              .
1997     29              .
1997     30              .
1997     31              .
1997     32              .
1997     33              .
1997     34              .
1997     35              .
1997     36              .
1997     37              .
1997     38              .
1997     39              .
1997     40              .
1997     41              .
1997     42              .
1997     43              .
1997     44              .
1997     45              .
1997     46              .
1997     47              .
1997     48              .
1997     49              .
1997     50              .
1997     51              .
1997     52              .
1997     53              .
1997     54              .
1997     55              .
1998     12       47210.00
1998     13       47416.00
1998     14       47521.00
1998     15       47597.00
1998     16       47744.00
1998     17       47924.00
1998     18       48176.00
1998     19       48674.00
1998     20       49343.00
1998     21       49650.00
1998     22              .
1998     23              .
1998     24              .
1998     25              .
1998     26              .
1998     27              .
1998     28              .
1998     29              .
1998     30              .
1998     31              .
1998     32              .
1998     33              .
1998     34              .
1998     35              .
1998     36              .
1998     37              .
1998     38              .
1998     39              .
1998     40              .
1998     41              .
1998     42              .
1998     43              .
1998     44              .
1998     45              .
1998     46              .
1998     47              .
1998     48              .
1998     49              .
1998     50              .
1998     51              .
1998     52              .
1998     53              .
1998     54              .
1998     55              .
1999     12       45798.00
1999     13       45851.00
1999     14       45889.00
1999     15       46065.00
1999     16       46205.00
1999     17       46312.00
1999     18       46652.00
1999     19       47306.00
1999     20       47882.00
1999     21              .
1999     22              .
1999     23              .
1999     24              .
1999     25              .
1999     26              .
1999     27              .
1999     28              .
1999     29              .
1999     30              .
1999     31              .
1999     32              .
1999     33              .
1999     34              .
1999     35              .
1999     36              .
1999     37              .
1999     38              .
1999     39              .
1999     40              .
1999     41              .
1999     42              .
1999     43              .
1999     44              .
1999     45              .
1999     46              .
1999     47              .
1999     48              .
1999     49              .
1999     50              .
1999     51              .
1999     52              .
1999     53              .
1999     54              .
1999     55              .
2000     12       47384.00
2000     13       47411.00
2000     14       47530.00
2000     15       47668.00
2000     16       47742.00
2000     17       47887.00
2000     18       48264.00
2000     19       49006.00
2000     20              .
2000     21              .
2000     22              .
2000     23              .
2000     24              .
2000     25              .
2000     26              .
2000     27              .
2000     28              .
2000     29              .
2000     30              .
2000     31              .
2000     32              .
2000     33              .
2000     34              .
2000     35              .
2000     36              .
2000     37              .
2000     38              .
2000     39              .
2000     40              .
2000     41              .
2000     42              .
2000     43              .
2000     44              .
2000     45              .
2000     46              .
2000     47              .
2000     48              .
2000     49              .
2000     50              .
2000     51              .
2000     52              .
2000     53              .
2000     54              .
2000     55              .
2001     12       47035.00
2001     13       47101.00
2001     14       47193.00
2001     15       47276.00
2001     16       47358.00
2001     17       47466.00
2001     18       47874.00
2001     19              .
2001     20              .
2001     21              .
2001     22              .
2001     23              .
2001     24              .
2001     25              .
2001     26              .
2001     27              .
2001     28              .
2001     29              .
2001     30              .
2001     31              .
2001     32              .
2001     33              .
2001     34              .
2001     35              .
2001     36              .
2001     37              .
2001     38              .
2001     39              .
2001     40              .
2001     41              .
2001     42              .
2001     43              .
2001     44              .
2001     45              .
2001     46              .
2001     47              .
2001     48              .
2001     49              .
2001     50              .
2001     51              .
2001     52              .
2001     53              .
2001     54              .
2001     55              .
2002     12       47095.00
2002     13       47171.00
2002     14       47170.00
2002     15       47257.00
2002     16       47343.00
2002     17       47470.00
2002     18              .
2002     19              .
2002     20              .
2002     21              .
2002     22              .
2002     23              .
2002     24              .
2002     25              .
2002     26              .
2002     27              .
2002     28              .
2002     29              .
2002     30              .
2002     31              .
2002     32              .
2002     33              .
2002     34              .
2002     35              .
2002     36              .
2002     37              .
2002     38              .
2002     39              .
2002     40              .
2002     41              .
2002     42              .
2002     43              .
2002     44              .
2002     45              .
2002     46              .
2002     47              .
2002     48              .
2002     49              .
2002     50              .
2002     51              .
2002     52              .
2002     53              .
2002     54              .
2002     55              .
2003     12       45954.00
2003     13       45977.00
2003     14       46014.00
2003     15       46129.00
2003     16       46204.00
2003     17              .
2003     18              .
2003     19              .
2003     20              .
2003     21              .
2003     22              .
2003     23              .
2003     24              .
2003     25              .
2003     26              .
2003     27              .
2003     28              .
2003     29              .
2003     30              .
2003     31              .
2003     32              .
2003     33              .
2003     34              .
2003     35              .
2003     36              .
2003     37              .
2003     38              .
2003     39              .
2003     40              .
2003     41              .
2003     42              .
2003     43              .
2003     44              .
2003     45              .
2003     46              .
2003     47              .
2003     48              .
2003     49              .
2003     50              .
2003     51              .
2003     52              .
2003     53              .
2003     54              .
2003     55              .
2004     12       46145.00
2004     13       46193.00
2004     14       46215.00
2004     15       46334.00
2004     16              .
2004     17              .
2004     18              .
2004     19              .
2004     20              .
2004     21              .
2004     22              .
2004     23              .
2004     24              .
2004     25              .
2004     26              .
2004     27              .
2004     28              .
2004     29              .
2004     30              .
2004     31              .
2004     32              .
2004     33              .
2004     34              .
2004     35              .
2004     36              .
2004     37              .
2004     38              .
2004     39              .
2004     40              .
2004     41              .
2004     42              .
2004     43              .
2004     44              .
2004     45              .
2004     46              .
2004     47              .
2004     48              .
2004     49              .
2004     50              .
2004     51              .
2004     52              .
2004     53              .
2004     54              .
2004     55              .
2005     12       47661.00
2005     13       47674.00
2005     14       47757.00
2005     15              .
2005     16              .
2005     17              .
2005     18              .
2005     19              .
2005     20              .
2005     21              .
2005     22              .
2005     23              .
2005     24              .
2005     25              .
2005     26              .
2005     27              .
2005     28              .
2005     29              .
2005     30              .
2005     31              .
2005     32              .
2005     33              .
2005     34              .
2005     35              .
2005     36              .
2005     37              .
2005     38              .
2005     39              .
2005     40              .
2005     41              .
2005     42              .
2005     43              .
2005     44              .
2005     45              .
2005     46              .
2005     47              .
2005     48              .
2005     49              .
2005     50              .
2005     51              .
2005     52              .
2005     53              .
2005     54              .
2005     55              .
2006     12       49722.00
2006     13       49762.00
2006     14              .
2006     15              .
2006     16              .
2006     17              .
2006     18              .
2006     19              .
2006     20              .
2006     21              .
2006     22              .
2006     23              .
2006     24              .
2006     25              .
2006     26              .
2006     27              .
2006     28              .
2006     29              .
2006     30              .
2006     31              .
2006     32              .
2006     33              .
2006     34              .
2006     35              .
2006     36              .
2006     37              .
2006     38              .
2006     39              .
2006     40              .
2006     41              .
2006     42              .
2006     43              .
2006     44              .
2006     45              .
2006     46              .
2006     47              .
2006     48              .
2006     49              .
2006     50              .
2006     51              .
2006     52              .
2006     53              .
2006     54              .
2006     55              .
2007     12       47961.00
2007     13              .
2007     14              .
2007     15              .
2007     16              .
2007     17              .
2007     18              .
2007     19              .
2007     20              .
2007     21              .
2007     22              .
2007     23              .
2007     24              .
2007     25              .
2007     26              .
2007     27              .
2007     28              .
2007     29              .
2007     30              .
2007     31              .
2007     32              .
2007     33              .
2007     34              .
2007     35              .
2007     36              .
2007     37              .
2007     38              .
2007     39              .
2007     40              .
2007     41              .
2007     42              .
2007     43              .
2007     44              .
2007     45              .
2007     46              .
2007     47              .
2007     48              .
2007     49              .
2007     50              .
2007     51              .
2007     52              .
2007     53              .
2007     54              .
2007     55              .
